公表日時,時間,結果,予想,前回,
1984年09月01日 (8月),18:00,0.40%, ,0.50%,
1984年08月01日 (7月),18:00,0.50%, ,0.40%,
1984年07月01日 (6月),18:00,0.40%, ,0.40%,
1984年06月01日 (5月),18:00,0.40%, ,0.50%,
1984年05月01日 (4月),18:00,0.50%, ,0.40%,
1984年04月01日 (3月),18:00,0.40%, ,0.30%,
1984年03月01日 (2月),18:00,0.30%, ,0.70%,
1984年02月01日 (1月),18:00,0.70%, ,0.30%,
1984年01月01日 (12月),18:00,0.30%, ,0.50%,
1983年12月01日 (11月),18:00,0.50%, ,0.50%,
1983年11月01日 (10月),18:00,0.50%, ,0.40%,
1983年10月01日 (9月),18:00,0.40%, ,0.30%,
1983年09月01日 (8月),18:00,0.30%, ,0.60%,
1983年08月01日 (7月),18:00,0.60%, ,0.30%,
1983年07月01日 (6月),18:00,0.30%, ,0.30%,
1983年06月01日 (5月),18:00,0.30%, ,0.40%,
1983年05月01日 (4月),18:00,0.40%, ,0.20%,
1983年04月01日 (3月),18:00,0.20%, ,0.40%,
1983年03月01日 (2月),18:00,0.40%, ,0.40%,
1983年02月01日 (1月),18:00,0.40%, ,-0.10%,
1983年01月01日 (12月),18:00,-0.10%, ,-0.20%,
1982年12月01日 (11月),18:00,-0.20%, ,0.30%,
1982年11月01日 (10月),18:00,0.30%, ,0.10%,
1982年10月01日 (9月),18:00,0.10%, ,0.40%,
1982年09月01日 (8月),18:00,0.40%, ,0.60%,
1982年08月01日 (7月),18:00,0.60%, ,0.70%,
1982年07月01日 (6月),18:00,0.70%, ,0.70%,
1982年06月01日 (5月),18:00,0.70%, ,0.90%,
1982年05月01日 (4月),18:00,0.90%, ,0.10%,
1982年04月01日 (3月),18:00,0.10%, ,0.50%,
1982年03月01日 (2月),18:00,0.50%, ,0.30%,
1982年02月01日 (1月),18:00,0.30%, ,0.50%,
1982年01月01日 (12月),18:00,0.50%, ,0.40%,
1981年12月01日 (11月),18:00,0.40%, ,0.30%,
1981年11月01日 (10月),18:00,0.30%, ,1.20%,
1981年10月01日 (9月),18:00,1.20%, ,1.00%,
1981年09月01日 (8月),18:00,1.00%, ,1.40%,
1981年08月01日 (7月),18:00,1.40%, ,0.90%,
1981年07月01日 (6月),18:00,0.90%, ,0.90%,
1981年06月01日 (5月),18:00,0.90%, ,0.70%,
1981年05月01日 (4月),18:00,0.70%, ,0.60%,
1981年04月01日 (3月),18:00,0.60%, ,0.60%,
1981年03月01日 (2月),18:00,0.60%, ,0.60%,
1981年02月01日 (1月),18:00,0.60%, ,1.20%,
1981年01月01日 (12月),18:00,1.20%, ,1.10%,
1980年12月01日 (11月),18:00,1.10%, ,1.10%,
1980年11月01日 (10月),18:00,1.10%, ,1.00%,
1980年10月01日 (9月),18:00,1.00%, ,0.60%,
1980年09月01日 (8月),18:00,0.60%, ,-0.20%,
1980年08月01日 (7月),18:00,-0.20%, ,1.10%,
1980年07月01日 (6月),18:00,1.10%, ,0.80%,
1980年06月01日 (5月),18:00,0.80%, ,1.10%,
1980年05月01日 (4月),18:00,1.10%, ,1.40%,
1980年04月01日 (3月),18:00,1.40%, ,1.00%,
1980年03月01日 (2月),18:00,1.00%, ,1.30%,
1980年02月01日 (1月),18:00,1.30%, ,1.20%,
1980年01月01日 (12月),18:00,1.20%, ,1.10%,
1979年12月01日 (11月),18:00,1.10%, ,1.00%,
1979年11月01日 (10月),18:00,1.00%, ,0.80%,
1979年10月01日 (9月),18:00,0.80%, ,1.10%,
1979年09月01日 (8月),18:00,1.10%, ,0.80%,
1979年08月01日 (7月),18:00,0.80%, ,0.70%,
1979年07月01日 (6月),18:00,0.70%, ,0.70%,
1979年06月01日 (5月),18:00,0.70%, ,0.70%,
1979年05月01日 (4月),18:00,0.70%, ,0.90%,
1979年04月01日 (3月),18:00,0.90%, ,1.00%,
1979年03月01日 (2月),18:00,1.00%, ,0.70%,
1979年02月01日 (1月),18:00,0.70%, ,0.60%,
1979年01月01日 (12月),18:00,0.60%, ,0.60%,
1978年12月01日 (11月),18:00,0.60%, ,0.70%,
1978年11月01日 (10月),18:00,0.70%, ,0.90%,
1978年10月01日 (9月),18:00,0.90%, ,0.80%,
1978年09月01日 (8月),18:00,0.80%, ,0.60%,
1978年08月01日 (7月),18:00,0.60%, ,0.80%,
1978年07月01日 (6月),18:00,0.80%, ,0.60%,
1978年06月01日 (5月),18:00,0.60%, ,0.80%,
1978年05月01日 (4月),18:00,0.80%, ,0.60%,
1978年04月01日 (3月),18:00,0.60%, ,0.50%,
1978年03月01日 (2月),18:00,0.50%, ,0.60%,
1978年02月01日 (1月),18:00,0.60%, ,0.60%,
1978年01月01日 (12月),18:00,0.60%, ,0.50%,
1977年12月01日 (11月),18:00,0.50%, ,0.30%,
1977年11月01日 (10月),18:00,0.30%, ,0.50%,
1977年10月01日 (9月),18:00,0.50%, ,0.50%,
1977年09月01日 (8月),18:00,0.50%, ,0.30%,
1977年08月01日 (7月),18:00,0.30%, ,0.70%,
1977年07月01日 (6月),18:00,0.70%, ,0.50%,
1977年06月01日 (5月),18:00,0.50%, ,0.50%,
1977年05月01日 (4月),18:00,0.50%, ,0.50%,
1977年04月01日 (3月),18:00,0.50%, ,0.70%,
1977年03月01日 (2月),18:00,0.70%, ,0.70%,
1977年02月01日 (1月),18:00,0.70%, ,0.30%,
1977年01月01日 (12月),18:00,0.30%, ,0.30%,
1976年12月01日 (11月),18:00,0.30%, ,0.50%,
1976年11月01日 (10月),18:00,0.50%, ,0.50%,
1976年10月01日 (9月),18:00,0.50%, ,0.50%,
1976年09月01日 (8月),18:00,0.50%, ,0.70%,
1976年08月01日 (7月),18:00,0.70%, ,0.40%,
1976年07月01日 (6月),18:00,0.40%, ,0.50%,
1976年06月01日 (5月),18:00,0.50%, ,0.40%,
1976年05月01日 (4月),18:00,0.40%, ,0.50%,
1976年04月01日 (3月),18:00,0.50%, ,0.50%,
1976年03月01日 (2月),18:00,0.50%, ,0.70%,
1976年02月01日 (1月),18:00,0.70%, ,0.50%,
1976年01月01日 (12月),18:00,0.50%, ,0.70%,
1975年12月01日 (11月),18:00,0.70%, ,0.60%,
1975年11月01日 (10月),18:00,0.60%, ,0.60%,
1975年10月01日 (9月),18:00,0.60%, ,0.40%,
1975年09月01日 (8月),18:00,0.40%, ,0.40%,
1975年08月01日 (7月),18:00,0.40%, ,0.60%,
1975年07月01日 (6月),18:00,0.60%, ,0.40%,
1975年06月01日 (5月),18:00,0.40%, ,0.60%,
1975年05月01日 (4月),18:00,0.60%, ,0.40%,
1975年04月01日 (3月),18:00,0.40%, ,1.00%,
1975年03月01日 (2月),18:00,1.00%, ,0.60%,
1975年02月01日 (1月),18:00,0.60%, ,0.80%,
1975年01月01日 (12月),18:00,0.80%, ,0.80%,
1974年12月01日 (11月),18:00,0.80%, ,1.00%,
1974年11月01日 (10月),18:00,1.00%, ,1.00%,
1974年10月01日 (9月),18:00,1.00%, ,1.40%,
1974年09月01日 (8月),18:00,1.40%, ,1.00%,
1974年08月01日 (7月),18:00,1.00%, ,1.00%,
1974年07月01日 (6月),18:00,1.00%, ,1.30%,
1974年06月01日 (5月),18:00,1.30%, ,0.60%,
1974年05月01日 (4月),18:00,0.60%, ,0.80%,
1974年04月01日 (3月),18:00,0.80%, ,0.60%,
1974年03月01日 (2月),18:00,0.60%, ,0.40%,
1974年02月01日 (1月),18:00,0.40%, ,0.40%,
1974年01月01日 (12月),18:00,0.40%, ,0.40%,
1973年12月01日 (11月),18:00,0.40%, ,0.70%,
1973年11月01日 (10月),18:00,0.70%, ,0.70%,
1973年10月01日 (9月),18:00,0.70%, ,0.40%,
1973年09月01日 (8月),18:00,0.40%, ,0.20%,
1973年08月01日 (7月),18:00,0.20%, ,0.20%,
1973年07月01日 (6月),18:00,0.20%, ,0.40%,
1973年06月01日 (5月),18:00,0.40%, ,0.20%,
1973年05月01日 (4月),18:00,0.20%, ,0.40%,
1973年04月01日 (3月),18:00,0.40%, ,0.40%,
1973年03月01日 (2月),18:00,0.40%, ,0.00%,
1973年02月01日 (1月),18:00,0.00%, ,0.50%,
1973年01月01日 (12月),18:00,0.50%, ,0.00%,
1972年12月01日 (11月),18:00,0.00%, ,0.20%,
1972年11月01日 (10月),18:00,0.20%, ,0.00%,
1972年10月01日 (9月),18:00,0.00%, ,0.50%,
1972年09月01日 (8月),18:00,0.50%, ,0.20%,
1972年08月01日 (7月),18:00,0.20%, ,0.20%,
1972年07月01日 (6月),18:00,0.20%, ,0.20%,
1972年06月01日 (5月),18:00,0.20%, ,0.50%,
1972年05月01日 (4月),18:00,0.50%, ,0.00%,
1972年04月01日 (3月),18:00,0.00%, ,0.20%,
1972年03月01日 (2月),18:00,0.20%, ,0.50%,
1972年02月01日 (1月),18:00,0.50%, ,0.20%,
1972年01月01日 (12月),18:00,0.20%, ,0.20%,
1971年12月01日 (11月),18:00,0.20%, ,0.20%,
1971年11月01日 (10月),18:00,0.20%, ,0.00%,
1971年10月01日 (9月),18:00,0.00%, ,0.20%,
1971年09月01日 (8月),18:00,0.20%, ,0.20%,
1971年08月01日 (7月),18:00,0.20%, ,0.50%,
1971年07月01日 (6月),18:00,0.50%, ,0.50%,
1971年06月01日 (5月),18:00,0.50%, ,0.50%,
1971年05月01日 (4月),18:00,0.50%, ,0.00%,
1971年04月01日 (3月),18:00,0.00%, ,0.20%,
1971年03月01日 (2月),18:00,0.20%, ,0.20%,
1971年02月01日 (1月),18:00,0.20%, ,0.50%,
1971年01月01日 (12月),18:00,0.50%, ,0.70%,
1970年12月01日 (11月),18:00,0.70%, ,0.50%,
1970年11月01日 (10月),18:00,0.50%, ,0.50%,
1970年10月01日 (9月),18:00,0.50%, ,0.50%,
1970年09月01日 (8月),18:00,0.50%, ,0.20%,
1970年08月01日 (7月),18:00,0.20%, ,0.70%,
1970年07月01日 (6月),18:00,0.70%, ,0.20%,
1970年06月01日 (5月),18:00,0.20%, ,0.70%,
1970年05月01日 (4月),18:00,0.70%, ,0.80%,
1970年04月01日 (3月),18:00,0.80%, ,0.50%,
1970年03月01日 (2月),18:00,0.50%, ,0.50%,
1970年02月01日 (1月),18:00,0.50%, ,0.50%,
1970年01月01日 (12月),18:00,0.50%, , ,
